id	description
204027	In Cottage Garden, you compete in the art of gardening and are working two beds with a variety of flowers. Whenever no unplanted box is visible on a bed, you have completed it, then you count your points and replace it with a fresh, unplanted bed. You gain points for all of the visible plant pots and planting bells. In more detail, players select various polyomino tiles of flower beds from a central market grid, depending on the location of the "gardener", then place them on one of their two personal garden boards. Each board has several garden elements that are worth points when not planted over, and these are scored on two different tracks as soon as a garden has been finished. Crossing over a line on each track awards bonus tokens that can fill in empty spaces or give you a better selection of the flower bed tiles. Whenever a garden is finished, you receive a new one to complete. After the gardener completes her fifth lap around the market, the game enters its last round. The player with the most points from their completed gardens at the end of the game wins. Cottage Garden is the first part of Uwe Rosenberg's puzzle trilogy.
204135	Every player has 12 hidden cards (3x4). Two are turned face up. On your turn you can take the top card from the discard or draw pile. You can exchange one card (hidden or open) from your display. Round ends when one player has only open cards. (equal turns). All card will be revealed. Add the numbers of the card for scoring. Game ends after one player has 100 or more points. Whoever has the lowest number wins. Special rule: Whenever one column of 3 cards all have the same value, they will be discarded and no longer scored. Cards are ranked from -2 up to 12
204305	Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures is a standalone expansion to Sherlock Holmes Consulting Detective with updated graphics that features ten more cases to be solved in Sherlock Holmes' Victorian-era London, England. A "London Directory", map, and newspaper archives are included with the cases. Included are six independent "West End Adventures" cases (redesigned and updated from the 1995 expansion), and a series of four new cases based on the Jack the Ripper murders. Jack the Ripper Cases: Mary Ann Nichols Annie Chapman Elizabeth Stride, Catherine Eddowes Mary Jane Kelly West End Adventures: The Strange Case of Dr. Goldfire The Murder of Sherlock Holmes A Case of Identity The Death of a Transylvanian Count A Royal Huggermugger at the Savage Club A Simple Case of Murder
204472	Description from the publisher: A 1-6 player cooperative game of terrifying cave escape. Players take the role of amateur cavers attempting to escape an unexplored network of subterranean tunnels, before the lights flicker out or the darker things beneath the Earth catch up to them... In Sub Terra players spend their turn exploring and revealing the tunnel system around them, attempting to survive the various perils of the cave, from floods and cave ins to gas leaks and scree. Players each have a role which gives them specialist abilities, such as an Engineer with dynamite to blast a new route or a Scout to find a route more easily. New tiles are placed from a randomised stack of cave features, which determines whether you'll be hit with a dead end or a range of new options. At the end of each turn, players face the reality of their situation, with a hazard card drawn to determine what danger causes them damage or cuts off their way out of the horror below. These cards are finite, and when they run out, your torches flicker and the air feels tight, and your chance of survival diminishes quickly.
204505	It’s the turn of the 20th century, the golden age of museums. As interest in and accessibility of museums grew exponentially, many institutions underwent an intense period of expansion on both an intellectual and physical level, searching to grow their collections for profit and science. You play as a curator of one such museum and it’s your job to build the biggest, most coherent collection that you can in this game of collection and bartering featuring over 300 individual illustrations by Vincent Dutrait and authentic architectural facts. But it’s no simple task! Each player in Museum has a small collection of relics to get them started, after which, they will have to send explorers around the world to uncover others. These relics each have a value which is either the cost to add them to your museum, or how much they contribute towards adding other relics to your museum. "Spent" Relics are added to your reserve. You can withdraw them from it by exchanging them for an equal number of items; however, your opponents also has access to your reserve! During the game you will be required to assemble different collections. These can be from different categories (war, agriculture, architecture, etc) or periods (Ancient Egypt, Rome, Aztec, etc). Patron cards will give you bonus cards for amassing certain collections. Explorer cards will allow you to hire famous archeologists to confer bonuses to your museum and event cards will provide you with some game changing circumstances that you’ll have to work around, based on historical events! All these different elements make compiling your collection an interesting and sometimes tricky experience! At the end of the game points are scored based on collections and their value and the player with the most points wins! Solo play unlocked as a Kickstarter exclusive.
204592	The Mysterious Forest is a cooperative memory game inspired by Daniel Lieske's graphic novel, The Wormworld Saga. After going through a magical painting, young Jonas enters a fantasy world. Players help him cross the Mysterious Forest and face the frightening Queen of the Draconias. The game is played in three phases: During the scouting phase, the players look at each of the eight forest cards in play and try to memorize all the equipment they need to cross the forest. Then they prepare Jonas' backpack by rolling the dice and trying to get the right pieces of equipment. Once ready, the players start the expedition by turning the first forest card face up and discarding the required equipment from the backpack. If they can reach the final card and choose the right equipment before they reveal it, they win the game!
205059	Mansions of Madness: Second Edition is a fully co-operative, app-driven board game of horror and mystery for one to five players that takes place in the same universe as Eldritch Horror and Elder Sign. Let the immersive app guide you through the veiled streets of Innsmouth and the haunted corridors of Arkham's cursed mansions as you search for answers and respite. Eight brave investigators stand ready to confront four scenarios of fear and mystery, collecting weapons, tools, and information, solving complex puzzles, and fighting monsters, insanity, and death. Open the door and step inside these hair-raising Mansions of Madness: Second Edition. It will take more than just survival to conquer the evils terrorizing this town.
205359	GAME SYSTEM This entry is to allow for discussion/rating of the game system as a whole. It is not for a specific product or release. Versions will appear on the individual item pages. Star Wars: Destiny is a collectible dice and card game of battles between iconic heroes and villains that encompasses characters, locations, and themes from the entire Star Wars saga. In Star Wars: Destiny, two players engage in a fast-paced duel, each striving to eliminate the other's characters first. The game's innovative mechanisms combine dice-driven combat with faction-driven hand management. Straightforward rules make the game easy to learn, but also enable deep strategic thinking and clever deck-building. Players can create decks that include characters from every faction and any era, as long as heroes and villains are on opposite sides of the fight. For example, Padmé Amidala might fight alongside Rey and Finn, taking on Jabba the Hutt, Kylo Ren, and Jango Fett. Each round, you use your characters' abilities, an assortment of dice, and a carefully constructed thirty-card deck filled with events, upgrades, and supports. You and your opponent alternate actions: activating your dice, playing cards from your hand, attacking your foes, and claiming the battlefield. You need to prove your skills and defeat your opponent's characters to claim your destiny! At launch in November 2016, Star Wars: Destiny consists of two starter sets — Rey and Kylo Ren, each with nine dice and 24 cards — and the Awakenings booster packs, each containing one die and five cards. —description from the publisher
205398	In Citadels, players take on new roles each round to represent characters they hire in order to help them acquire gold and erect buildings. The game ends at the close of a round in which a player erects their eighth building. Players then tally their points, and the player with the highest score wins. Players start the game with a number of building cards in their hand; buildings come in five colors, with the purple buildings typically having a special ability and the other colored buildings providing a benefit when you play particular characters. At the start of each round, the player who was king the previous round discards one of the eight character cards at random, chooses one, then passes the cards to the next player, etc. until each player has secretly chosen a character. Each character has a special ability, and the usefulness of any character depends upon your situation, and that of your opponents. The characters then carry out their actions in numerical order: the assassin eliminating another character for the round, the thief stealing all gold from another character, the wizard swapping building cards with another player, the warlord optionally destroys a building in play, and so on. On a turn, a player earns two or more gold (or draws two building cards then discards one), then optionally constructs one building (or up to three if playing the architect this round). Buildings cost gold equal to the number of symbols on them, and each building is worth a certain number of points. In addition to points from buildings, at the end of the game a player scores bonus points for having eight buildings or buildings of all five colors. The 2016 edition of Citadels includes twenty-seven characters — eight from the original Citadels, ten from the Dark City expansion, and nine new ones — along with thirty unique building districts, and the rulebook includes six preset lists of characters and districts beyond the starter list, each crafted to encourage a different style and intensity of gameplay.
205418	In Agricola, you're a farmer in a wooden shack with your spouse and little else. On a turn, you get to take only two actions, one for you and one for the spouse, from all the possibilities you'll find on a farm: collecting resources; building meadows; and so on. You might think about having kids in order to get more work accomplished, but first you need to expand your house. And what are you going to feed all the little rugrats? Agricola is a turn-based game. There are 14 game rounds occurring in 6 stages, with a Harvest at the end of each stage (after Rounds 4, 7, 9, 11, 13, and 14). Each player starts with two meeples that can each take an action per round. There are multiple options, and while the game progresses, you'll have more: each round a (fixed) additional option becomes available. Each action can be taken by only one player each round, so it's important to do some things with high preference. In comparison with the family game of the predecessor, much has changed: the new action each round is fixed, and the game has been simplified by removing stone and vegetables. Similar to 'Agricola: All Creatures Big and Small', there are now buildings (replacing the major improvements) that score points for leftover resources at the end of the game. Also, there are no building restrictions (nor player boards). And finally, there are no negative points or point limits anymore, each player simply scores for all he has achieved.
205637	Something evil stirs in Arkham, and only you can stop it. Blurring the traditional lines between role-playing and card game experiences, Arkham Horror: The Card Game is a Living Card Game of Lovecraftian mystery, monsters, and madness! In the game, you and your friend (or up to three friends with two Core Sets) become characters within the quiet New England town of Arkham. You have your talents, sure, but you also have your flaws. Perhaps you've dabbled a little too much in the writings of the Necronomicon, and its words continue to haunt you. Perhaps you feel compelled to cover up any signs of otherworldly evils, hampering your own investigations in order to protect the quiet confidence of the greater population. Perhaps you'll be scarred by your encounters with a ghoulish cult. No matter what compels you, no matter what haunts you, you'll find both your strengths and weaknesses reflected in your custom deck of cards, and these cards will be your resources as you work with your friends to unravel the world's most terrifying mysteries. Each of your adventures in Arkham Horror LCG carries you deeper into mystery. You'll find cultists and foul rituals. You'll find haunted houses and strange creatures. And you may find signs of the Ancient Ones straining against the barriers to our world... The basic mode of play in Arkham LCG is not the adventure, but the campaign. You might be scarred by your adventures, your sanity may be strained, and you may alter Arkham's landscape, burning buildings to the ground. All your choices and actions have consequences that reach far beyond the immediate resolution of the scenario at hand—and your actions may earn you valuable experience with which you can better prepare yourself for the adventures that still lie before you.
205907	For years, the armies of Waiqar the Undying have stayed within their borders, launching only minor raids across the border. But now, a nameless threat stirs within the Mistlands, and legions of undead cross into the realm of Terrinoth under Waiqar’s command! The Daqan Lords have sounded the call to war, and their finest generals lead armies of warriors and golems to take up defensive positions in the border territory of Roth’s Vale. The first battles of the next great war are about to begin. Runewars: Miniatures Game is a two-player miniatures game of battles between the great powers of Terrinoth. In each game, you and your opponent will gather armies of miniatures and lead them into battle—blocks of infantry will maneuver for position, cavalry wings will wheel and slam into a weakened flank, and monstrous rune golems or carrion lancers will smash through formations of lesser warriors. Innovative command tools, two distinct factions, and countless ways to customize your experience combine to offer an unparalleled miniatures gaming experience in RuneWars. Finally, with forty-eight beautifully sculpted, unpainted figures, you’ll be able to paint and customize your armies to bring an entirely unique touch to your games and enter the hobby of miniatures painting! —description from the publisher See also Realms of Terrinoth
206051	Do we really have free will? Who decides this? Are we controlled by what we hear and what we see, even while thinking we decide freely? Insider is a game that deals with these questions. While communicating to others, you have to find the right answers to a quiz or find the "insider" who is manipulating the discussion. The insider will do everything to hide their identity while misleading the others. In more detail, players are assigned roles at random. One player is the "master", and they secretly select a word from a set given in a deck of cards. (In a variant given in the rulebook, they can freely select and write down a word.) The "insider" player, whose role is not known to the other players, will then secretly view the word. The rest of the players are known as "commons". The commons then have approximately five minutes in which to ask the master "yes" or "no"-type questions so that they can deduce the secret word. The insider attempts to secretly lead the commons towards the correct word. If the commons fail to guess the correct word, everyone loses. If, however, the word is correctly guessed in the allowable time, the master flips the sand timer, and the commons and master have until the sand runs out to discuss the game and deduce the identity of the insider. If they guess correctly, they win the game together; if they do not, the insider wins.
206175	Description from the publisher: Cortex Challenge is the exciting new brain-busting card game by Esdevium Games, which uses the same fast-paced approach to family fun popularised by Dobble and Jungle Speed! Cortex Challenge tests up to six players’memory, cognition, and sensory perception. It even includes texture cards that are used during ‘Touch Challenges’, where players must guess what they are feeling, adding a unique element that is often neglected in games. Players’ brain powers are stretched to the max as they race to be the first to match symbols, correctly remember all objects on a card or find the route out of mazes, amongst many other tests! Winning challenges allows players to add pieces to their brain puzzle which they must complete before their opponents in order to win the game. Cortex Challenge is sure to tax the mental abilities of players both young and old!
206480	In 1697 the Sun King, Louis XIV, emerged from a decade of war with his Continental ambitions still unsatisfied. Meanwhile, King William III of England sat easier on his new throne than he ever had before. With the Spanish succession crisis unresolved and looming, there were no illusions that the new century would be a quiet one. But neither France nor England could have anticipated the tumult of the years to come: a Second Hundred Years' War, during which these two tenacious adversaries would compete fiercely and proudly along every axis of human achievement. On battlefields from India to Canada to the Caribbean Sea their armies and fleets would clash; in the salons of Paris and the coffee-houses of London the modern world’s politics and economics would be born; and finally a revolution would rock the foundations of society – a revolution that could have ended not in blood and terror but in a triumph of democracy and liberty that might have transformed the world beyond imagining. Imperial Struggle is a two-player game depicting the 18th-century rivalry between France and Britain. It begins in 1697, as the two realms wait warily for the King of Spain to name an heir, and ends in 1789, when a new order brought down the Bastille. The game is not merely about war: both France and Britain must build the foundations of colonial wealth, deal with the other nations of Europe, and compete for glory across the span of human endeavor. Imperial Struggle covers almost 100 years of history and four major wars. Yet it remains a low-complexity game, playable in a short evening. It aims to honor its spiritual ancestor, Twilight Struggle, by pushing further in the direction of simple rules and playable systems, while maintaining global scope and historical sweep in the scope of a single evening. In peace turns, players build their economic interests and alliances, and take advantage of historical events represented by Event cards. They must choose their investments wisely, but also with an eye to denying these opportunities to their opponent. In war turns, each theater can bring great rewards of conquest and prestige, but territorial gains can disappear at the treaty table. At the end of the century, will the British rule an empire on which the sun never sets? Or will France light the way for the world, as the superpower of the Sun King's dreams or the republic of Lafayette's? —description from the publisher
206931	In Encore!, first published as Noch mal!, the dice determine which color and how many spaces you can mark off on your playing sheet — but the starting player may first evaluate what everyone's doing, then remove two dice, leaving everyone else to make their choices with the dice that remain...
206940	In Carcassonne: Amazonas, players sail their boats to the Amazon to discover abundant wildlife. Players score points not only for discovering animals, but also for visiting native villages and water courses while their boat moves forward on the Amazon. Amazon is full of caimans and piranhas which often (and somewhat unpredictably) bring points to those who are farthest down the river (you move your boats forward when you encounter boat symbols on your water courses and also when you do not place any meeple on water courses or villages, nor huts in jungles). The game ends - as usual - when all tiles have been used up, and the two boats fartherst down the river score some bonus points (depending on the number of players). Carcassonne: Amazonas is the third title in the "Carcassonne Around the World" series.
207572	Holland '44, Operation Market-Garden, September 1944 is a two-player game depicting the Allies’ combined ground and airborne attack in the Netherlands during WWII, which was code named Operation Market-Garden. The game starts with the airborne landings on September 17th and continues until September 23rd. The Allied player must rush his ground forces forward as fast as possible to relieve his beleaguered airborne divisions and capture a bridge across the Rhine. The scale of the map is 2 kilometers per hex and covers the battlefield from the Belgian border to Arnhem. The map also includes the area where the British 8th Corps fought on the right flank of 30th Corps. Most units in Holland ‘44 are battalions, but units range from Company to Brigades. Holland '44 uses a system very similar to Ardennes '44: The Battle of the Bulge. It is basically a simple move-fight, I-go then u-go game. If you have played Ardennes '44: The Battle of the Bulge or Normandy '44 you will have no trouble learning the game. Rules such as ZOC Bonds, Determined Defense, Extended Movement, and Traffic Markers all make their reappearance. Due to the terrain of the Netherlands, special attention was given to river crossings, bridge building, and fighting in the flat polder terrain. Game Scale: Game Turn: 3 turns per day (AM, PM & Night) Hex: 1.24 miles / 2 kilometers Units: Company to Brigade Game Inventory: One 22 x 34" full color map One 17 x 22" full color map (together = 22 x 43.5") Two dual-side printed countersheet (468 9/16" counters) One 40-page Holland '44 rulebook Two dual-side printed Player Aid cards One single-side printed Setup Card Two 6-sided dice Solitaire Playability: High Complexity Level: Medium-High Players: 2 or more Playing Time: 4-15 hours
207910	Subatomic: An Atom Building Game is a deck-building game in which players compete to build a number of available elements, which score them points. Each player starts with the same small deck of cards that consist of proton, neutron, and electron cards. They use these cards to build upon their current atom (by playing these cards face-up as subatomic particles) in an attempt to construct one of the available element cards. Alternatively, players may use their hand of cards to purchase more powerful cards for later use (by playing them in combinations of face-down cards as energy and face-up cards as subatomic particles). Subatomic introduces a unique variation on deck-building with a highly accurate chemistry theme, with the ultimate goal of building elements to score points, but allowing many varying types of strategies.
209166	Description from the publisher: Following the call of the gods, the players settle at the base of mountain Meduris. Building huts, bringing offerings to the druid, gathering precious runestones, and building monumental temples is the only way to earn the favor of the gods in Meduris. 1. Skillful use of the workers lets you obtain valuable materials. These are needed to build huts and temples. 2. The larger the settlement,the more expensive it is to build a hut there. But if you can get in the good graces of the druid by presenting an offering, then your effort pays off. 3. Keep an eye on the other players: Who will secure the best building sites at the right time, and collect the most valuable rune stones? 4. Only a player who skillfully places their huts and temples, and keeps enough materials ready for the big final round of offerings, will win the game. Game description from the publisher: Dem Ruf der Götter folgend, machen sich die Spieler auf, um den Fuß des Berges Méduris zu besiedeln. Hütten bauen, dem Druiden Opfergaben darbringen, wertvolle Runensteine sammeln und monumentale Tempel errichten – nur so können die Spieler die Gunst der Götter gewinnen.
209671	Zona is an adventure board game designed for 1-4 players. To win the game, player must reach the sarcophagus of Chernobyl Nuclear Power Plant before other players. The sarcophagus opens only when player had previously collected 2 Secrets from underground facilities known as Secret Locations. Players must hurry because there is a time limit to the game. When the Final Emission strikes, everything is lost… GAMEPLAY Each turn players take 2 Actions (move, explore, combat etc.) and then everyone read an Event Card which contains text for short adventure. At the end of turn, a News Card is drawn by the first player and resolved by him. MOOD This board game emphasizes the aspect of survival. Zone depicted on the playing board is an extremely hazardous and isolated area with very limited access to functional equipment and supplies. Players must remember to frequently repair their Items and buy new ones. It is also crucial to rest to reduce Fatigue and heal Damage. STALKERS Each player takes role of 1 Scavenger from the 10 included in the game. Each Scavenger has their own Special Skill, set of basic Skills and starting equipment. Values of stats such as Awareness, Agility or Intellect determine how good they are in avoiding dangers and traps, fighting mutants or gathering Artifacts from anomalies. The story of Scavenger explains his/herPersonal Goal – the reason for arriving to the Zone. Differences between Scavengers makes playing each one of them completely unique. ••• Polski opis: PRZEGLĄD "Zona" jest przygodową grą planszową zaprojektowaną dla 1-4 graczy. Aby zwyciężyć, gracz musi dotrzeć do sarkofagu Czarnobylskiej Elektrowni Atomowej zanim zrobią to pozostali gracze. Sarkofag otworzy się tylko, jeśli gracz odkrył wcześniej 2 Tajemnice z podziemnych placówek badawczych znanych jako Tajne Lokacje. Gracze muszą się spieszyć, ponieważ gra ma limit czasowy. Gdy Ostateczna Emisja uderzy wszystko przepadnie... ROZGRYWKA W każdej turze gracze wykonują 2 Akcje (ruch, eksploracje, konfrontacje itp.) po czym każdy odczytuje Kartę Wydarzeń, która zawiera tekst dotyczący krótkiego zdarzenia. Na koniec tury pierwszy gracz dobiera Kartę Wieści i rozpatruje jej efekt. NASTRÓJ Ta gra planszowa skupia się na aspekcie przetrwania. Strefa przedstawiona na planszy jest skrajnie niebezpiecznym i odizolowanym obszarem z bardzo ograniczonym dostępem do użytecznego wyposażenia i zapasów. Gracze muszą pamiętać o regularnych naprawach ich Przedmiotów oraz kupowaniu nowych. Niezwykle istotne jest także odpoczywanie w celu zmniejszania Zmęczenia oraz leczenie Obrażeń. STALKERZY Każdy z graczy wciela się w rolę 1 z 10 Szperaczy dostępnych w grze. Każdy Szperacz posiada swoją indywidualną Zdolność Specjalną, zestaw podstawowych Umiejętności i startowy ekwipunek. Wartości takie jak Czujność, Sprawność czyIntelekt określają jak dobrze radzą sobie z omijaniem zagrożeń i pułapek, walce z mutantami oraz wyciąganiu Artefaktów z anomalii. Historia Szperacza wyjaśnia jego/jej Cel Osobisty - powód przybycia do Strefy. Różnice pomiędzy Szperaczami sprawiają, że gra każdym/ą z nich jest całkowicie odmienna.
209685	Century: Spice Road is the first in a series of games that explores the history of each century with spice-trading as the theme for the first installment. In Century: Spice Road, players are caravan leaders who travel the famed silk road to deliver spices to the far reaches of the continent for fame and glory. Each turn, players perform one of four actions: Establish a trade route (by taking a market card) Make a trade or harvest spices (by playing a card from hand) Fulfill a demand (by meeting a victory point card's requirements and claiming it) Rest (by taking back into your hand all of the cards you've played) The last round is triggered once a player has claimed their fifth victory point card, then whoever has the most victory points wins.
209778	Description from the publisher: After being stripped of all their possessions, a mage, a warrior, an elf, and a dwarf are forced to go rob the local Magic Maze shopping mall for all the equipment necessary for their next adventure. They agree to map out the labyrinth in its entirety first, then find each individual’s favorite store, and then locate the exit. In order to evade the surveillance of the guards who eyed their arrival suspiciously, all four will pull off their heists simultaneously, then dash to the exit. That's the plan anyway…but can they pull it off? Magic Maze is a real-time, cooperative game. Each player can control any hero in order to make that hero perform a very specific action, to which the other players do not have access: Move north, explore a new area, ride an escalator… All this requires rigorous cooperation between the players in order to succeed at moving the heroes prudently. However, you are allowed to communicate only for short periods during the game; the rest of the time, you must play without giving any visual or audio cues to each other. If all of the heroes succeed in leaving the shopping mall in the limited time allotted for the game, each having stolen a very specific item, then everyone wins together. At the start of the game, you have only three minutes in which to take actions. Hourglass spaces you encounter along the way give you more time. If the sand timer ever completely runs out, all players lose the game: Your loitering has aroused suspicion, and the mall security guards nab you!
210274	Petrichor is the earthy scent produced when rain falls on dry soil. The word is constructed from Greek (πέτρα) petra, meaning "stone", and (ἰχώρ) īchōr, the fluid that flows in the veins of the gods in Greek mythology. Welcome to the lush world of Petrichor; you are a cloud. Your entire purpose in life is to expand, sire other clouds and water crops. Unfortunately, your mates (who are also clouds) have a similar plan. It’s up to you to manipulate the weather and assimilate these rogue clouds to contribute to the growth of as many crops as possible - all in order to claim the title of Most Valuable Cloud. Petrichor is a highly interactive board game, playable by 1-4 people (up to 5 with the expansion, see below). It’s an action selection/area influence game, with 4 simple actions which interact with the various fields in ever surprising ways. The players move clouds with water droplets, and then rain those droplets onto specific fields, to make sure they have the right amount of water for the Harvest. During a Harvest, crops that have been watered enough are scored! Players are able to influence when, and how often the harvest happens. Players need to strike a fine balance between maintaining control of the different fields as well as influencing Harvest, to make sure the two come together at the optimal time. Solo mode by Dávid Turczi
211534	Bears vs Babies is a card game in which you build handsome, incredible monsters who go to war with horrible, awful babies. The shared deck of cards consists of bear parts (and other monster parts) and baby cards. When you draw a part, you use it to build a monster for yourself; when you draw a baby, it goes in the center of the table. When babies are provoked, they attack, and anyone who has fewer monster parts than the number of attacking babies loses their monster; everyone with more parts than babies defeats this infantile army and scores.
212402	Welcome to The Grimm Forest, where family members of the legendary Three Little Pigs are having an epic house building competition. But this is no ordinary competition as all the most famous Fairy Tale characters will be looking on and occasionally lending a hand. Who will benefit most from the cunning of Robin Hood, the beauty of Snow White, the bountiful gifts of the Golden Goose or the dark witchcraft of the Evil Queen? Using only their wits, a handful of sharp steel tools, and a few stacks of resources gathered at great risk from fields, brickyards, and even the dark and deadly Grimm Forest itself, each player must compete to be the first to build 3 Houses and gain the title of Royal Builder. Players are encouraged to use any of the devious tricks they have read about in the many books of Fables found throughout the land. Some will have their plans wrecked by that villain of old, the Big Bad Wolf, while others will gain bricks, straw, and wood by the cart load. Who will brave the dangers, avoid foul monsters, and bring home the victory? There is only one way to find out... get ready to venture into ...The Grimm Forest! Grimm Forest is a 2-4 player strategic game of Hidden Movement, Resource Gathering, and House Building. It is a medium weight game that plays in approximately 45-60 minutes. During the game, players will play cards secretly to move to various Location boards where they attempt to gather resources. Using their deduction skills and a hand full of Fable cards, players attempt to guess each other's plans and make the most of their actions while disrupting the other player's plans. After resources are collected during the Gather Phase, players will enter a Building Phase where they can use those resources to build Wood, Straw, or Brick Houses. Whenever a player builds a Wall Section on one of their houses, a helpful Friend from the nearby forest comes to lend a hand. Players may choose to accept the help of that Friend, but occasionally it makes more sense to send that Friend to a different player, sometimes discarding their current Friend in the process. With 16 unique Fable cards and 12 powerful Friend cards, gathering resources in the Grimm Forest can be a difficult and challenging endeavor. Work hard, deduce correctly, avoid the treachery of the other builders and the sharp teeth of the lurking monsters, and you just might have a chance! Bienvenue dans la Forêt de Grimm, où les membres de la famille des légendaires Trois Petits Cochons organisent une épique compétition de construction de maisons. Mais ce n'est pas une compétition ordinaire, car tous les personnages des plus célèbres Contes de Fées sont dans les parages & donneront même parfois un coup de main. Qui profitera le plus de la ruse de Robin des Bois, de la beauté de Blanche-Neige, des dons abondants de l'Oie aux Œufs d'Or ou de la sombre sorcellerie de la Reine-Sorcière ? Utilisant seulement son intelligence, une poignée d'outils en acier acéré & quelques piles de ressources récoltées à grand risque dans les champs, les carrières, & même la sombre & meurtrière Forêt de Grimm, chaque joueur doit rivaliser pour être le premier à construire 3 Maisons & gagnez le titre de Bâtisseur Royal. Les joueurs sont encouragés à utiliser tous les trucs sournois qu'ils ont lus dans les nombreux recueils de Fables trouvés dans tout le pays. Certains verront leurs plans saccagés par ce vieux vilain, le Grand Méchant Loup, tandis que d'autres rempliront leur charrette de briques, de paille & de bois. Qui bravera les dangers, évitera les monstres immoraux & rapportera la victoire au foyer ? Il n'y a qu'une façon de le savoir... préparez-vous à vous aventurer dans... La Forêt de Grimm ! La Forêt de Grimm est un jeu stratégique pour 2 à 4 joueurs de Mouvements Secrets, Collecte de Ressources & Construction de Maisons. C'est un jeu de difficulté medium qui dure environ 45-60 minutes. Durant la partie, les joueurs joueront secrètement des cartes pour se déplacer dans divers Lieux, où ils tenteront de récolter des Ressources. En utilisant leurs compétences de déduction & une main pleine de cartes Fable, les joueurs tentent de deviner les plans des autres & de tirer le meilleur parti de leurs actions tout en perturbant celles des adversaires. Après avoir collecté les ressources durant la Phase de Récolte, les joueurs entreront dans une Phase de Construction, où ils pourront utiliser ces ressources pour bâtir des Maisons en Bois, en Paille ou en Briques. Chaque fois qu'un joueur construit une Section de Murs pour une de ses maisons, un Ami utile de la forêt voisine vient lui tendre la main. Les joueurs peuvent choisir d'accepter l'aide de cet Ami, mais il est parfois plus logique d'envoyer cet Ami à un autre joueur, défaussant parfois leur Ami actuel dans le processus. Avec 16 cartes Fable uniques & 12 puissantes cartes Ami, récolter des ressources dans la Forêt de Grimm peut s'avérer une entreprise particulièrement difficile. Travaillez dur, déduisez correctement, évitez la traîtrise des autres bâtisseurs & les dents pointues des monstres aux aboies, & vous pourriez avoir une chance de réussir !
212765	User summary ことりファイト! (Birdie Fight) is card game about birds trying to achieve dominance in the forest. Each bird is a different colour in the game. Players are forest spirits, trying to secretly guide their chosen bird to success. The cards are numbered 1 to 7 in red, blue, green and white. The players lay a card from their hand to a 5x5 grid after nut tokens (points) are laid out for each row and column. When the grid is full of cards, the rows and columns are checked. The colour with the highest total in a line takes the nut token for that bird. Colours with tied totals are ignored, so a low value card can win the nut token for that bird. When the nuts are totalled up for the birds, the players reveal their final hand card. That card is the bird they favoured (so more than one player might be helping the same bird), and for each player, the number on the card is added to the nut total to identify who has the dominant bird. Since the players choose which bird they favour by leaving it as their final hand card, they can delay this choice until they see how the game is panning out. The game rules come in Japanese and English, the game itself being language free. The game includes rules for 2-4 players or a solitaire/co-op mode for 1-2 players. Publisher's summary 小鳥たちの勢力争いをテーマにしたゲームです。 各プレイヤーに同数のカードが配られ、色と強さを持ったカードを順に１枚ずつ5×5のエリアに配置していきます。空きがなくなればプレイ終了。縦と横の各ラインで見て、マジョリティを取った小鳥が、そのラインの木の実（点数）を獲得します。各プレイヤーは手札が最後に１枚残るようになっており、それが自分のお気に入りの小鳥となります。お気に入りの小鳥が獲得した点数があなたの点数となります。これを２ラウンド繰り返し、最も点数の高いプレイヤーが勝利します。 英語説明書付き
212956	Trapped in a prison in which each room has four doors but apparently no exit, the players must try to find Room 25, the supposed exit to this nightmare. But some amongst them might be guardians of the prison, waiting for the right moment to strike. In the cooperative game Room 25, not everyone wants to escape from imprisonment – but who is the traitor? Each turn, the player moves are preprogrammed, requiring discussion, negotiation – and possibly betrayal. Room 25 Ultimate has 2 great game modes: Social hidden identity and Cooperation. With its 2 levels, it offers a fluid and exciting experience for 1 to 8 players.. This version includes the base game and the first expansion. —description from the publisher
213460	Unlock! is a cooperative card game inspired by escape rooms that uses a simple system which allows you to search scenes, combine objects, and solve riddles. Play Unlock! to embark on great adventures, while seated at a table using only cards and a companion app that can provide clues, check codes, monitor time remaining, etc. Unlock! Escape Adventures includes three separate scenarios for you to explore: In The Formula, you enter a secret laboratory to recover a mysterious serum that has been developed by a scientist. Will you solve all the riddles and get out in less than an hour? In Squeek & Sausage, you need to thwart the plans of the despicable Professor Noside! In The Island of Doctor Goorse, you must visit the island of an eccentric antique collector billionaire and overcome its traps! An included ten-card tutorial allows you to learn how to play without reading the game rules. Use the link below in order to download the Tutorial and a demonstration scenario, both in print-and-play! This box is not distributed in the U.S Note: Unlock! requires a free application to be downloaded from the App Store or Google Play. Once downloaded, an internet connection is not required during game play.
214396	Players are mad scientists in need of precious mortals for future experiments. Rather than getting your hands dirty, your army of campy creatures awaits to do your bidding. Capture the most valuable mortals over the course of three nights to win. But be warned — the mortals won't go down without a fight. Campy Creatures is a ghoulish game of bluffing, deduction, and set collection for 2-5 players. Players begin each round with the same hand of creatures. Their goal is to capture valuable mortals by outguessing their opponents with the creatures they play. Each player has perfect information at the start, so knowing what a person might do in a particular situation is key.
