id	property	value
241477	mechanism	Map Addition
241477	mechanism	Modular Board
241477	mechanism	Tile Placement
241724	type	Family Games
241724	category	Card Game
241724	category	City Building
241724	category	Industry / Manufacturing
241724	category	Medieval
241724	family	Crowdfunding: Kickstarter
241724	family	Digital Implementations: Tabletopia
241724	family	Digital Implementations: Yucata
241724	family	Mechanism: Tableau Building
241724	family	Players: Games with Solitaire Rules
241724	mechanism	Open Drafting
241724	mechanism	Set Collection
241724	mechanism	Solo / Solitaire Game
241987	type	Strategy Games
241987	category	Deduction
241987	category	Political
241987	family	Cities: Saint Petersburg (Russia)
241987	family	Components: Map (City Scale)
241987	family	Country: Russia
241987	family	Crowdfunding: Kickstarter
241987	family	Digital Implementations: Tabletopia
241987	family	History: Russian Civil War
241987	mechanism	Area Majority / Influence
241987	mechanism	Campaign / Battle Card Driven
241987	mechanism	Command Cards
241987	mechanism	Hand Management
241987	mechanism	Solo / Solitaire Game
241987	mechanism	Tug of War
242302	type	Family Games
242302	category	Dice
242302	category	Science Fiction
242302	category	Space Exploration
242302	family	Digital Implementations: Board Game Arena
242302	family	Game: Space Base
242302	family	Mechanism: Tableau Building
242302	mechanism	Dice Rolling
242302	mechanism	Open Drafting
242302	mechanism	Random Production
242324	type	Family Games
242324	type	Party Games
242324	category	Deduction
242324	category	Farming
242324	family	Game: Stew
242324	family	Series: Master Print Mini (Quined)
242324	family	Series: Pocket Games series (Kozak Games)
242324	family	Series: Wallet Games (Button Shy)
242324	mechanism	Memory
242324	mechanism	Push Your Luck
242639	type	Family Games
242639	type	Thematic Games
242639	category	Bluffing
242639	category	Deduction
242639	category	Exploration
242639	category	Novel-based
242639	category	Pirates
242639	family	Components: Miniatures
242639	family	Players: One versus Many
242639	family	Theme: Pirates
242639	mechanism	Deduction
242639	mechanism	Hand Management
242639	mechanism	Line Drawing
242639	mechanism	Measurement Movement
242639	mechanism	Secret Unit Deployment
242639	mechanism	Semi-Cooperative Game
242740	type	Children's Games
242740	category	Children's Game
242740	category	Fantasy
242740	category	Maze
242740	category	Real-time
242740	family	Game: Magic Maze
242740	family	Misc: LongPack Games
242740	family	Versions & Editions: Junior Versions of Grown-Up Games
242740	mechanism	Cooperative Game
242740	mechanism	Grid Movement
242740	mechanism	Set Collection
242740	mechanism	Variable Player Powers
243430	type	Family Games
243430	category	Card Game
243430	family	Card Games: Climbing
243430	mechanism	Hand Management
243430	mechanism	Ladder Climbing
243430	mechanism	Single Loser Game
243430	mechanism	Trick-taking
243759	type	Thematic Games
243759	category	Adventure
243759	category	Comic Book / Strip
243759	category	Exploration
243759	category	Fighting
243759	category	Miniatures
243759	family	Category: Dungeon Crawler
243759	family	Components: Miniatures
243759	family	Crowdfunding: Kickstarter
243759	family	Theme: Superheroes
243759	mechanism	Area Movement
243759	mechanism	Cooperative Game
243759	mechanism	Dice Rolling
243759	mechanism	Modular Board
243759	mechanism	Solo / Solitaire Game
243759	mechanism	Variable Player Powers
244114	type	Strategy Games
244114	category	Ancient
244114	category	Civilization
244114	category	Territory Building
244114	family	Country: China
244114	family	Game: Tigris & Euphrates
244114	family	History: Warring States Period of China
244114	family	Rivers: Yangtze
244114	mechanism	Area Majority / Influence
244114	mechanism	Hand Management
244114	mechanism	Hexagon Grid
244114	mechanism	Hidden Victory Points
244114	mechanism	Highest-Lowest Scoring
244114	mechanism	Set Collection
244115	type	Strategy Games
244115	category	Card Game
244115	category	Fantasy
244115	category	Science Fiction
244115	family	Game: Shards of Infinity
244115	family	Players: Games with expansions that add solo play
244115	family	Theme: Time Travel
244115	mechanism	Deck, Bag, and Pool Building
244115	mechanism	Delayed Purchase
244115	mechanism	Hand Management
244115	mechanism	Take That
244191	type	Strategy Games
244191	category	Adventure
244191	category	Bluffing
244191	category	Exploration
244191	category	Maze
244191	family	Components: Polyhedral (not D6) dice
244191	family	Country: India
244191	family	Players: Two Player Only Games
244191	family	Religious: Hinduism
244191	mechanism	Dice Rolling
244191	mechanism	Grid Movement
244191	mechanism	Hand Management
244191	mechanism	Modular Board
244191	mechanism	Network and Route Building
244191	mechanism	Sudden Death Ending
244330	type	Family Games
244330	category	Puzzle
244330	family	Components: Polyominoes
244330	family	Players: Games with Solitaire Rules
244330	mechanism	Enclosure
244330	mechanism	Solo / Solitaire Game
244330	mechanism	Tile Placement
244331	type	Abstract Games
244331	type	Family Games
244331	category	Abstract Strategy
244331	family	Misc: LongPack Games
244331	family	Theme: Tropical Islands
244331	mechanism	Area Majority / Influence
244331	mechanism	Chaining
244331	mechanism	Connections
244331	mechanism	End Game Bonuses
244331	mechanism	Hexagon Grid
244331	mechanism	Network and Route Building
244521	type	Family Games
244521	category	Medieval
244521	family	Components: Dice with Icons
244521	family	Country: Germany
244521	family	Digital Implementations: Tabletopia
244521	family	Game: The Quacks of Quedlinburg
244521	mechanism	Catch the Leader
244521	mechanism	Deck, Bag, and Pool Building
244521	mechanism	Dice Rolling
244521	mechanism	Events
244521	mechanism	Market
244521	mechanism	Push Your Luck
244522	type	Family Games
244522	category	Dice
244522	category	Number
244522	family	Mechanism: Dice Drafting
244522	family	Mechanism: Roll-and-Write
244522	family	Players: Games with Solitaire Rules
244522	family	Series: Klein & Fein (Schmidt Spiele)
244522	mechanism	Dice Rolling
244522	mechanism	Highest-Lowest Scoring
244522	mechanism	Paper-and-Pencil
244522	mechanism	Re-rolling and Locking
244522	mechanism	Solo / Solitaire Game
244992	type	Family Games
244992	type	Party Games
244992	category	Card Game
244992	category	Number
244992	family	Series: Nature Line (Nürnberger-Spielkarten-Verlag)
244992	family	Series: NSV Middys (Nürnberger Spielkartenverlag)
244992	mechanism	Communication Limits
244992	mechanism	Cooperative Game
244995	type	Family Games
244995	category	Card Game
244995	family	Admin: Better Description Needed!
244995	family	Series: Nature Line (Nürnberger-Spielkarten-Verlag)
244995	family	Series: NSV Middys (Nürnberger Spielkartenverlag)
244995	mechanism	Pattern Recognition
245045	type	Thematic Games
245045	category	Card Game
245045	category	Puzzle
245045	category	Real-time
245045	family	Category: Escape Room Games
245045	family	Cities: Venice (Veneto, Italy)
245045	family	Country: Italy
245045	family	Players: Games with Solitaire Rules
245045	family	Series: Deckscape (dV Giochi)
245045	mechanism	Cooperative Game
245045	mechanism	Memory
245045	mechanism	Variable Player Powers
245222	type	Abstract Games
245222	category	Abstract Strategy
245222	family	Category: Combinatorial
245222	family	Components: Wooden pieces & boards
245222	family	Digital Implementations: Board Game Arena
245222	family	Players: Two Player Only Games
245222	family	Series: Classic (Gigamic)
245222	mechanism	Grid Movement
245444	type	Thematic Games
245444	category	Card Game
245444	category	Medical
245444	category	Memory
245444	category	Murder/Mystery
245444	category	Puzzle
245444	family	Misc: LongPack Games
245444	mechanism	Cooperative Game
245444	mechanism	Set Collection
245444	mechanism	Storytelling
245444	mechanism	Worker Placement
245476	type	Family Games
245476	category	Animals
245476	category	Card Game
245476	family	Animals: Birds
245476	family	Digital Implementations: Board Game Arena
245476	family	Digital Implementations: Tabletopia
245476	family	Organizations: Forgenext
245476	mechanism	Hand Management
245476	mechanism	Set Collection
245654	type	Family Games
245654	category	Dice
245654	category	Trains
245654	family	Components: Dice with Icons
245654	family	Components: Dry Erase Markers / Dry Erase Surfaces
245654	family	Digital Implementations: Board Game Arena
245654	family	Digital Implementations: Tabletopia
245654	family	Game: Railroad Ink
245654	family	Mechanism: Roll-and-Write
245654	mechanism	Bingo
245654	mechanism	Connections
245654	mechanism	Dice Rolling
245654	mechanism	Line Drawing
245654	mechanism	Network and Route Building
245654	mechanism	Paper-and-Pencil
245655	type	Thematic Games
245655	category	Fantasy
245655	category	Negotiation
245655	category	Political
245655	family	Digital Implementations: Tabletopia
245655	family	Mechanism: Legacy
245655	family	Misc: Limited replayability
245655	mechanism	Bias
245655	mechanism	Bribery
245655	mechanism	Legacy Game
245655	mechanism	Storytelling
245655	mechanism	Traitor Game
245655	mechanism	Voting
245658	type	Family Games
245658	category	Animals
245658	category	Fantasy
245658	category	Party Game
245658	category	Racing
245658	family	Creatures: Unicorns
245658	family	Sports: Horse Racing
245658	mechanism	Betting and Bluffing
245658	mechanism	Race
245658	mechanism	Worker Placement
245934	type	Strategy Games
245934	category	Ancient
245934	family	Admin: Better Description Needed!
245934	family	Ancient: Rome
245934	family	Digital Implementations: Yucata
245934	family	Series: Alea Big Box
245934	family	Series: Alea Revised Big Box
245934	mechanism	Area Movement
245934	mechanism	Contracts
245934	mechanism	End Game Bonuses
245934	mechanism	Open Drafting
245934	mechanism	Tile Placement
245934	mechanism	Turn Order: Progressive
246150	type	Family Games
246150	category	Abstract Strategy
246150	category	Puzzle
246150	family	Components: Polyominoes
246150	family	Country: Portugal
246150	family	Players: Games with Solitaire Rules
246150	mechanism	Action Points
246150	mechanism	Pattern Building
246150	mechanism	Solo / Solitaire Game
246192	type	Family Games
246192	category	Card Game
246192	category	Science Fiction
246192	family	Components: Drop Tower
246192	family	Components: Marbles
246192	family	Mechanism: Tableau Building
246192	family	Misc: Mensa Select
246192	mechanism	Contracts
246192	mechanism	Open Drafting
246200	type	Strategy Games
246200	category	Animals
246200	category	Card Game
246200	category	Math
246200	family	Animals: Birds
246200	family	Animals: Crows / Ravens / Magpies
246200	family	Animals: Squirrels
246200	family	Containers: Unique Shape
246200	family	Theme: Nature
246200	mechanism	Hand Management
246200	mechanism	Open Drafting
246200	mechanism	Set Collection
246201	type	Wargames
246201	category	American Civil War
246201	category	Wargame
246201	family	Crowdfunding: Kickstarter
246201	family	Players: Two Player Only Games
246201	mechanism	Area Majority / Influence
246201	mechanism	Hand Management
246201	mechanism	Point to Point Movement
246684	type	Strategy Games
246684	category	Economic
246684	category	Industry / Manufacturing
246684	family	Digital Implementations: Tabletopia
246684	family	Players: Games with Solitaire Rules
246684	family	Series: Dice Tower Essentials
246684	family	Series: Smartphone Inc.
246684	mechanism	Action Queue
246684	mechanism	Area Majority / Influence
246684	mechanism	Layering
246684	mechanism	Network and Route Building
246684	mechanism	Simultaneous Action Selection
246684	mechanism	Solo / Solitaire Game
246761	type	Family Games
246761	category	Card Game
246761	mechanism	Communication Limits
246761	mechanism	Cooperative Game
246761	mechanism	Open Drafting
246761	mechanism	Race
246784	type	Family Games
246784	type	Strategy Games
246784	category	Deduction
246784	family	Creatures: Monsters
246784	family	Misc: LongPack Games
246784	mechanism	Deduction
246784	mechanism	Hexagon Grid
246784	mechanism	Modular Board
246784	mechanism	Pattern Recognition
246900	type	Strategy Games
246900	category	Civilization
246900	category	Science Fiction
246900	category	Space Exploration
246900	category	Wargame
246900	family	Components: Control Boards
246900	family	Components: Game Trayz Inside
246900	family	Game: Eclipse (Lautapelit.fi)
246900	family	Mechanism: 4X
246900	mechanism	Alliances
246900	mechanism	Area Majority / Influence
246900	mechanism	Area Movement
246900	mechanism	Area-Impulse
246900	mechanism	Critical Hits and Failures
246900	mechanism	Dice Rolling
247314	type	Children's Games
247314	category	Animals
247314	category	Children's Game
247314	category	Deduction
247314	family	Admin: Better Description Needed!
247314	family	Organizations: Forgenext
247314	family	Versions & Editions: Junior Versions of Grown-Up Games
247314	mechanism	Communication Limits
247314	mechanism	Cooperative Game
247360	type	Family Games
247360	type	Strategy Games
247360	category	Science Fiction
247360	category	Transportation
247360	family	Organizations: Game Designers of North Carolina
247360	mechanism	Pick-up and Deliver
247360	mechanism	Point to Point Movement
247360	mechanism	Variable Player Powers
247367	type	Strategy Games
247367	type	Wargames
247367	category	Card Game
247367	category	Print & Play
247367	category	Wargame
247367	category	World War II
247367	family	Digital Implementations: Tabletopia
247367	family	Misc: LongPack Games
247367	family	Players: Two Player Only Games
247367	mechanism	Card Play Conflict Resolution
247367	mechanism	Hand Management
247567	type	Family Games
247567	type	Party Games
247567	category	Dice
247567	category	Wargame
247567	category	World War II
247567	family	Crowdfunding: Kickstarter
247567	family	Game: D-Day Dice
247567	family	Organizations: The Game Artisans of Canada
247567	family	Players: Games with Solitaire Rules
247567	family	Series: RWB (Valley Games)
247567	mechanism	Cooperative Game
247567	mechanism	Dice Rolling
247567	mechanism	Push Your Luck
247567	mechanism	Re-rolling and Locking
247567	mechanism	Simultaneous Action Selection
247763	type	Strategy Games
247763	category	Card Game
247763	category	City Building
247763	category	Civilization
247763	category	Industry / Manufacturing
247763	category	Nautical
247763	category	Science Fiction
247763	family	Digital Implementations: Yucata
247763	family	Mechanism: Tableau Building
247763	family	Players: Games with Solitaire Rules
247763	family	Theme: Under the Sea
247763	mechanism	End Game Bonuses
247763	mechanism	Hand Management
247763	mechanism	Income
247763	mechanism	Network and Route Building
247763	mechanism	Solo / Solitaire Game
247763	mechanism	Turn Order: Stat-Based
248005	type	Strategy Games
248005	category	Card Game
248005	category	Science Fiction
248005	family	Mechanism: Tableau Building
248005	family	Space: Earth's Solar System
248005	family	Space: Jupiter
248005	family	Space: Mars
248005	mechanism	Open Drafting
248005	mechanism	Set Collection
248125	type	Strategy Games
248125	category	Civilization
248125	category	Fighting
248125	category	Territory Building
248125	family	Components: Miniatures
248125	family	Crowdfunding: Kickstarter
248125	family	Mechanism: 4X
248125	family	Players: Games with Solitaire Rules
248125	mechanism	Action Queue
248125	mechanism	Area Movement
248125	mechanism	Deck, Bag, and Pool Building
248125	mechanism	Hand Management
248125	mechanism	Modular Board
248125	mechanism	Set Collection
248562	type	Strategy Games
248562	category	Adventure
248562	category	Exploration
248562	category	Fantasy
248562	category	Fighting
248562	family	Components: Clix
248562	family	Components: Miniatures
248562	family	Players: Games with Solitaire Rules
248562	family	Setting: Mage Knight
248562	family	Versions & Editions: Big Box Versions of Individual Games
248562	mechanism	Cooperative Game
248562	mechanism	Deck, Bag, and Pool Building
248562	mechanism	Dice Rolling
248562	mechanism	Grid Movement
248562	mechanism	Hand Management
248562	mechanism	Modular Board
248949	type	Thematic Games
248949	category	Adventure
248949	category	Exploration
248949	category	Fantasy
248949	category	Miniatures
248949	category	Nautical
248949	category	Novel-based
248949	family	Crowdfunding: Kickstarter
248949	family	Game: Skull Tales
248949	family	Region: Caribbean Sea
248949	family	Theme: Pirates
248949	mechanism	Action Points
248949	mechanism	Campaign / Battle Card Driven
248949	mechanism	Cooperative Game
248949	mechanism	Dice Rolling
248949	mechanism	Grid Movement
248949	mechanism	Modular Board
249259	type	Abstract Games
249259	category	Abstract Strategy
249259	category	Medieval
249259	category	Wargame
249259	family	Digital Implementations: Yucata
249259	family	Misc: LongPack Games
249259	mechanism	Area Majority / Influence
249259	mechanism	Deck, Bag, and Pool Building
249259	mechanism	Delayed Purchase
249259	mechanism	Grid Movement
249259	mechanism	Hand Management
249259	mechanism	Hexagon Grid
249411	type	Strategy Games
249411	category	City Building
249411	family	Mountains: Andes
249411	family	Cities: Cusco (Peru)
249411	family	Country: Inca Empire
249411	family	Country: Peru
249411	family	Series: The Mask Trilogy (Kramer / Kiesling)
249411	mechanism	Action Points
249411	mechanism	Area Majority / Influence
249411	mechanism	Hexagon Grid
249411	mechanism	Layering
249411	mechanism	Tile Placement
249763	type	Family Games
249763	category	Card Game
249763	category	Fantasy
249763	family	Game: Claim
249763	family	Players: Two Player Only Games
249763	mechanism	Trick-taking
250396	type	Thematic Games
250396	category	Miniatures
250396	category	Movies / TV / Radio theme
250396	category	Science Fiction
250396	family	Crowdfunding: Kickstarter
250396	family	Movies: Terminator
250396	family	Players: Games with Solitaire Rules
250396	mechanism	Cooperative Game
250396	mechanism	Dice Rolling
250396	mechanism	Grid Movement
250396	mechanism	Modular Board
250396	mechanism	Tile Placement
250561	type	Thematic Games
250561	category	Comic Book / Strip
250561	category	Miniatures
250561	category	Science Fiction
250561	family	Cities: New York (New York, USA)
250561	family	Components: Miniatures
250561	family	Theme: Superheroes
250561	mechanism	Area Movement
250561	mechanism	Command Cards
250561	mechanism	Cooperative Game
250561	mechanism	Deck Construction
250561	mechanism	Dice Rolling
250561	mechanism	Hand Management
250881	type	Strategy Games
250881	category	Civilization
250881	family	Crowdfunding: Kickstarter
250881	family	Mechanism: Tableau Building
250881	mechanism	Area Majority / Influence
250881	mechanism	Modular Board
250881	mechanism	Set Collection
250881	mechanism	Tech Trees / Tech Tracks
250881	mechanism	Tile Placement
251219	type	Strategy Games
251219	category	Economic
251219	family	Cities: Istanbul (Turkey)
251219	family	Components: Wooden pieces & boards
251219	family	Country: Turkey
251219	family	Game: Istanbul (AEG)
251219	family	Misc: LongPack Games
251219	family	Versions & Editions: Big Box Versions of Individual Games
251219	mechanism	Contracts
251219	mechanism	Dice Rolling
251219	mechanism	Grid Movement
251219	mechanism	Modular Board
251219	mechanism	Network and Route Building
251219	mechanism	Pick-up and Deliver
251247	type	Strategy Games
251247	category	Economic
251247	category	Environmental
251247	category	Industry / Manufacturing
251247	family	Components: Control Boards
251247	family	Crowdfunding: Kickstarter
251247	family	Digital Implementations: Tabletopia
251247	family	Game: Barrage
251247	family	Players: Games with Solitaire Rules
251247	family	Theme: Dieselpunk
251247	mechanism	Action Drafting
251247	mechanism	Contracts
251247	mechanism	End Game Bonuses
251247	mechanism	Income
251247	mechanism	Network and Route Building
251247	mechanism	Solo / Solitaire Game
251412	type	Family Games
251412	category	Dice
251412	category	Music
251412	category	Number
251412	category	Travel
251412	family	Components: Polyhedral (not D6) dice
251412	family	Country: USA
251412	family	Crowdfunding: Kickstarter
251412	family	Mechanism: Roll-and-Write
251412	family	Players: Games with Solitaire Rules
251412	family	Theme: Music Making & Makers
251412	mechanism	Bingo
251412	mechanism	Dice Rolling
251412	mechanism	Line Drawing
251412	mechanism	Network and Route Building
251412	mechanism	Paper-and-Pencil
251412	mechanism	Push Your Luck
251658	type	Family Games
251658	category	Card Game
251658	category	City Building
251658	category	Territory Building
251658	family	Components: Multi-Use Cards
251658	family	Crowdfunding: Kickstarter
251658	family	Game: Sprawlopolis
251658	family	Mechanism: Partially overlapping cards
251658	family	Players: Games with Solitaire Rules
251658	family	Series: Master Print Mini (Quined)
251658	mechanism	Closed Drafting
251658	mechanism	Cooperative Game
251658	mechanism	Layering
251658	mechanism	Open Drafting
251658	mechanism	Solo / Solitaire Game
251658	mechanism	Tile Placement
251678	type	Family Games
251678	category	Dice
251678	category	Trains
251678	family	Components: Dice with Icons
251678	family	Components: Dry Erase Markers / Dry Erase Surfaces
251678	family	Digital Implementations: Board Game Arena
251678	family	Game: Railroad Ink
251678	family	Mechanism: Roll-and-Write
251678	family	Players: Games with Solitaire Rules
251678	mechanism	Bingo
251678	mechanism	Connections
251678	mechanism	Dice Rolling
251678	mechanism	Line Drawing
251678	mechanism	Network and Route Building
251678	mechanism	Paper-and-Pencil
252153	type	Family Games
252153	category	Environmental
252153	family	Components: 3-Dimensional (3D)
252153	family	Components: Game Trayz Inside
252153	family	Components: Miniatures
252153	family	Components: Official Music Soundtrack
252153	family	Country: China
252153	family	Crowdfunding: Kickstarter
252153	mechanism	Open Drafting
252153	mechanism	Set Collection
252153	mechanism	Solo / Solitaire Game
252153	mechanism	Tile Placement
252153	mechanism	Variable Player Powers
252526	type	Party Games
252526	category	Action / Dexterity
252526	category	Humor
252526	category	Party Game
252526	category	Real-time
252526	family	Mechanism: Drawing
252526	mechanism	Line Drawing
252526	mechanism	Paper-and-Pencil
252929	type	Family Games
252929	category	Environmental
252929	category	Science Fiction
252929	family	Components: 3-Dimensional (3D)
252929	family	Misc: LongPack Games
252929	family	Misc: Mensa Select
252929	family	Theme: Ecology
252929	family	Theme: Nature
252929	mechanism	Closed Drafting
252929	mechanism	Tile Placement
252929	mechanism	Turn Order: Progressive
253214	type	Thematic Games
253214	category	Card Game
253214	category	Deduction
253214	category	Horror
253214	category	Mature / Adult
253214	category	Puzzle
253214	family	Category: Escape Room Games
253214	family	Components: Digital Hybrid – App/Website Required
253214	family	Digital Implementations: Tabletopia
253214	family	Misc: Limited replayability
253214	family	Misc: LongPack Games
253214	family	Players: Games with Solitaire Rules
253214	mechanism	Cooperative Game
253214	mechanism	Deduction
253214	mechanism	Solo / Solitaire Game
253664	type	Party Games
253664	category	Card Game
253664	category	Children's Game
253664	category	Party Game
253664	category	Real-time
253664	family	Crowdfunding: Kickstarter
253664	family	Traditional Card Games: Snap
253664	mechanism	Pattern Recognition
254192	type	Thematic Games
254192	category	Card Game
254192	category	Fantasy
254192	category	Movies / TV / Radio theme
254192	family	Books: Harry Potter
254192	family	Players: Two Player Only Games
254192	mechanism	Deck, Bag, and Pool Building
254192	mechanism	Open Drafting
254192	mechanism	Take That
254226	type	Thematic Games
254226	category	Card Game
254226	category	Exploration
254226	category	Puzzle
254226	category	Real-time
254226	family	Category: Escape Room Games
254226	family	Components: Digital Hybrid – App/Website Required
254226	family	Series: Unlock! (Space Cowboys)
254226	mechanism	Cooperative Game
254226	mechanism	Scenario / Mission / Campaign Game
254226	mechanism	Storytelling
254386	type	Family Games
254386	category	Animals
254386	category	Economic
254386	family	Animals: Raccoons
254386	family	Crowdfunding: Kickstarter
254386	family	Digital Implementations: Tabletopia
254386	family	Game: Raccoon Tycoon
254386	family	Misc: LongPack Games
254386	family	Theme: Anthropomorphic Animals
254386	mechanism	Auction/Bidding
254386	mechanism	Auction: Turn Order Until Pass
254386	mechanism	Commodity Speculation
254386	mechanism	Market
254386	mechanism	Set Collection
254513	type	Family Games
254513	category	Bluffing
254513	category	Card Game
254513	category	Deduction
254513	category	Fantasy
254513	family	Authors: The Brothers Grimm
254513	family	Folk Tales & Fairy Tales: Cinderella
254513	family	Folk Tales & Fairy Tales: Little Red Riding Hood
254513	family	Game: The Grimm Forest
254513	mechanism	Deduction
254513	mechanism	Hidden Roles
254513	mechanism	Set Collection
254591	type	Thematic Games
254591	category	Adventure
254591	category	Card Game
254591	category	Exploration
254591	category	Fantasy
254591	category	Fighting
254591	family	Players: Games with Solitaire Rules
254591	family	Setting: The Realms of Terrinoth
254591	mechanism	Action Retrieval
254591	mechanism	Cooperative Game
254591	mechanism	Dice Rolling
254591	mechanism	Role Playing
254591	mechanism	Solo / Solitaire Game
254591	mechanism	Variable Player Powers
254619	type	Family Games
254619	category	City Building
254619	family	Cities: Porto (Portugal)
254619	family	Country: Portugal
254619	family	Misc: LongPack Games
254619	family	Players: Games with Solitaire Rules
254619	mechanism	Hand Management
254619	mechanism	Tile Placement
254640	type	Party Games
254640	category	Party Game
254640	category	Word Game
254640	family	Components: Dry Erase Markers / Dry Erase Surfaces
254640	family	Mechanism: Give a Clue / Get a Clue
254640	family	Misc: LongPack Games
254640	family	Word Games: Guess the Word
254640	mechanism	Communication Limits
254640	mechanism	Cooperative Game
254713	type	Strategy Games
254713	category	Dice
254713	category	Science Fiction
254713	category	Space Exploration
254713	family	Crowdfunding: Kickstarter
254713	family	Space: Jupiter
254713	family	Theme: Under the Sea
254713	mechanism	Auction/Bidding
254713	mechanism	Dice Rolling
254713	mechanism	Set Collection
254713	mechanism	Variable Set-up
254713	mechanism	Worker Placement with Dice Workers
254713	mechanism	Worker Placement, Different Worker Types
255984	type	Thematic Games
255984	category	Adventure
255984	category	Exploration
255984	category	Nautical
255984	family	Components: Book as Board
255984	family	Components: Map (City Scale)
255984	family	Components: Official Music Soundtrack
255984	family	Crowdfunding: Kickstarter
255984	family	Crowdfunding: Wspieram
255984	family	Decades: The 1920's
255984	mechanism	Cooperative Game
255984	mechanism	Events
255984	mechanism	Hand Management
255984	mechanism	Push Your Luck
255984	mechanism	Solo / Solitaire Game
255984	mechanism	Storytelling
256065	type	Family Games
256065	category	Animals
256065	category	City Building
256065	family	Continents: Africa
256065	family	Game: Carcassonne
256065	family	Series: Carcassonne Around the World
256065	mechanism	Tile Placement
256226	type	Abstract Games
256226	type	Family Games
256226	category	Abstract Strategy
256226	category	Puzzle
256226	category	Renaissance
256226	family	Admin: Better Description Needed!
256226	family	Country: Portugal
256226	family	Game: Azul
256226	family	Theme: Art
256226	mechanism	End Game Bonuses
256226	mechanism	Modular Board
256226	mechanism	Open Drafting
256226	mechanism	Pattern Building
256226	mechanism	Set Collection
256226	mechanism	Tile Placement
256320	type	Family Games
256320	type	Strategy Games
256320	category	Ancient
256320	family	Country: Egypt
256320	family	Crowdfunding: Spieleschmiede
256320	mechanism	Modular Board
256320	mechanism	Set Collection
256320	mechanism	Tile Placement
256382	type	Family Games
256382	category	Card Game
256382	category	Fantasy
256382	category	Medieval
256382	category	Movies / TV / Radio theme
256382	category	Mythology
256382	category	Novel-based
256382	family	Game: Disney Villainous
256382	family	Books: Alice in Wonderland
256382	family	Brands: Disney
256382	family	Creatures: Fairies / Elves / Pixies
256382	family	Folk Tales & Fairy Tales: Aladdin
256382	family	Folk Tales & Fairy Tales: Peter Pan
256382	mechanism	Hand Management
256382	mechanism	Take That
256382	mechanism	Variable Player Powers
256570	type	Strategy Games
256570	category	Economic
256570	category	Medieval
256570	family	Components: Wooden pieces & boards
256570	family	Misc: LongPack Games
256570	family	Players: Games with Solitaire Rules
256570	mechanism	Action Queue
256570	mechanism	Hand Management
256570	mechanism	Highest-Lowest Scoring
256570	mechanism	Modular Board
256570	mechanism	Rondel
256570	mechanism	Solo / Solitaire Game
256729	type	Family Games
256729	category	Humor
256729	category	Movies / TV / Radio theme
256729	category	Racing
256729	family	Components: Miniatures
256729	family	Sports: Auto Racing
256729	family	TV Shows: Hanna-Barbera
256729	family	TV Shows: Wacky Races
256729	mechanism	Hand Management
256729	mechanism	Modular Board
256729	mechanism	Race
256729	mechanism	Take That
256729	mechanism	Variable Player Powers
256730	type	Strategy Games
256730	category	Economic
256730	category	Industry / Manufacturing
256730	family	Misc: LongPack Games
256730	family	Theme: Oil / Gas / Petroleum
256730	mechanism	Action Drafting
256730	mechanism	Commodity Speculation
256730	mechanism	Contracts
256730	mechanism	End Game Bonuses
256730	mechanism	Market
256730	mechanism	Network and Route Building
256804	type	Party Games
256804	category	Animals
256804	category	Card Game
256804	category	Comic Book / Strip
256804	category	Humor
256804	family	Animals: Cats
256804	family	Card Games: Matching
256804	family	Game: Exploding Kittens
256804	mechanism	Hand Management
256804	mechanism	Player Elimination
256804	mechanism	Push Your Luck
256804	mechanism	Set Collection
256804	mechanism	Take That
256852	type	Thematic Games
256852	category	Miniatures
256852	category	Movies / TV / Radio theme
256852	category	Science Fiction
256852	family	Creatures: Aliens / Extraterrestrials
256852	family	Movies: Alien / Aliens
256852	family	Players: Games with Solitaire Rules
256852	mechanism	Cooperative Game
256883	type	Thematic Games
256883	category	Adventure
256883	category	Science Fiction
256883	family	Components: Book as Board
256883	family	Components: Standees
256883	family	Mechanism: Campaign Games
256883	family	Series: AdventureBook Games (Plaid Hat)
256883	family	Theme: Psychology
256883	mechanism	Cooperative Game
256883	mechanism	Dice Rolling
256883	mechanism	Storytelling
256883	mechanism	Variable Player Powers
256916	type	Strategy Games
256916	category	Ancient
256916	category	Economic
256916	family	Components: Map (Continental / National scale)
256916	family	Game: Concordia
256916	family	Mythology: Roman
256916	mechanism	Action Retrieval
256916	mechanism	Advantage Token
256916	mechanism	Auction: Dutch
256916	mechanism	Deck, Bag, and Pool Building
256916	mechanism	Hand Management
256916	mechanism	Movement Points
256952	type	Children's Games
256952	type	Family Games
256952	category	Children's Game
256952	category	Horror
256952	category	Zombies
256952	family	Creatures: Zombies
256952	family	Mechanism: Legacy
256952	mechanism	Cooperative Game
256952	mechanism	Dice Rolling
256952	mechanism	Legacy Game
256952	mechanism	Point to Point Movement
256952	mechanism	Variable Player Powers
256960	type	Strategy Games
256960	category	Economic
256960	category	Educational
256960	category	Negotiation
256960	category	Political
256960	category	Post-Napoleonic
256960	category	Spies/Secret Agents
256960	family	Country: Afghanistan
256960	family	Crowdfunding: Kickstarter
256960	family	Game: Pax Pamir
256960	family	History: Anglo-Afghan Wars
256960	family	Mechanism: Tableau Building
256960	family	Players: Games with Solitaire Rules
256960	mechanism	Action Points
256960	mechanism	Area Majority / Influence
256960	mechanism	Area Movement
